review_id,review_text,sentiment,product_category,is_hinglish,is_borderline,rating
REV00547,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Clothing,True,False,4
REV00548,Excellent item. Fast shipping. Great seller to buy from.,positive,Books,False,False,5
REV00549,"Ordered on Monday, arrived Thursday..  Works as advertised.. ",positive,Books,False,False,5
REV00550,Totally worth it. A must buy for anyone looking for this.,positive,Electronics,False,False,4
REV00551,Great customer service and the product is top notch!!,positive,Books,False,False,5
REV00552,Totally worth it. A must buy for anyone looking for this.,positive,Books,False,False,4
REV00553,Delivered on time and product is premium quality.,positive,Books,False,False,5
REV00554,Very sturdy and well-made. Exceeded expectations honestly.,positive,Beauty,False,False,4
REV00555,Terrible quality. Nothing like the pictures shown online. online.,negative,Clothing,False,False,1
REV00556,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Clothing,True,False,4
REV00557,Very sturdy and well-made. Exceeded expectations honestly.,positive,Furniture,False,False,2
REV00558,Delivered late AND the prod was wrong. Unacceptable.,negative,Furniture,False,False,1
REV00559,Totally worth it. A must buy for anyone looking for this.,positive,Toys,False,False,3
REV00560,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Beauty,True,False,4
REV00561,Delivered on time and product is premium quality.,positive,Electronics,False,False,5
REV00562,Arrived on time. Product is acceptable but not impressive.,negative,Electronics,False,True,3
REV00563,Very durable. Been using it for 3 weeks with zero issues.,positive,Books,False,False,5
REV00564,Price is fair for what you get. Good investment overall.,positive,Books,False,False,4
REV00565,Horrible experience. Customer support was completely useless.,negative,Electronics,False,False,1
REV00566,Absolutely love this product. My whole family liked it. it.,positive,Furniture,False,False,5
REV00567,Very good quality. Dil khush ho gaya dekhke ekdum.,positive,Beauty,True,False,5
REV00568,Excellent quality..  Worth every rupee I spent on this.. ,positive,Clothing,False,False,5
REV00569,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Electronics,False,False,4
REV00570,"Perfect gift, recipient loved it. Packaging was neat.",positive,Beauty,False,False,4
REV00571,"reliable product, came well packaged, does the job well.",positive,Toys,False,False,4
REV00572,"Ek dum mast item hai yaar. Worth the price, no regrets.",positive,Footwear,True,False,4
REV00573,Material quality is outstanding. Very pleased with it.,positive,Beauty,False,False,5
REV00574,Great value for money. Very impressed with the build.,positive,Books,False,False,5
REV00575,"Smooth delivery, zero damage, product works like a charm.. ",positive,Electronics,False,False,1
REV00576,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Furniture,True,False,4
REV00577,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Books,True,False,5
REV00578,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Clothing,True,False,5
REV00579,Delivered on time and product is premium quality.,positive,Footwear,False,False,5
REV00580,Totally worth it. A must buy for anyone looking for this.,positive,Electronics,False,False,5
REV00581,Absolutely love this product. My whole family liked it.,positive,Clothing,False,False,4
REV00582,Order kiya aur 3 din mein aa gaya. Quality bhi top hai.,positive,Sports,True,False,5
REV00583,"Good prod, good del. Happy customer overall.",positive,Beauty,False,False,5
REV00584,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,5
REV00585,Product works but customer service was not great.,negative,Beauty,False,True,4
REV00586,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Electronics,False,False,3
REV00587,Excellent item. Fast shipping. Great seller to buy from.,positive,Sports,False,False,1
REV00588,Very sturdy and well-made. Exceeded expectations honestly.,positive,Beauty,False,False,4
REV00589,"Good product, good delivery. Happy customer overall.",positive,Electronics,False,False,5
REV00590,Looks premium and feels premium too. No regrets at all.,positive,Furniture,False,False,4
REV00591,Superb quality and packaging was also great. No complaints.,positive,Clothing,False,False,5
REV00592,Was expecting more for this price honestly. Just average.,positive,Footwear,False,True,2
REV00593,Totally worth it. A must buy for anyone looking for this.,positive,Footwear,False,False,4
REV00594,Arrived 2 days early and the quality is fantastic.,positive,Furniture,False,False,4
REV00595,Excellent item. Fast shipping. Great seller to buy from.,positive,Sports,False,False,4
REV00596,Price is fair for what you get. Good investment overall.,positive,Footwear,False,False,4
REV00597,Product looks exactly like the photos. Very satisfied customer.,positive,Footwear,False,False,4
REV00598,Arrived 2 2 days early and the quality is fantastic.,positive,Footwear,False,False,5
REV00599,Bahut acha product hai! Delivery bhi fast thi. Bilkul recommend karunga.,positive,Footwear,True,False,4
REV00600,Impressed with the attention to detail. Highly satisfied.,positive,Books,False,False,4
REV00601,Very durable. Been using it for 3 weeks with zero issues.,positive,Books,False,False,2
REV00602,Looks premium and feels premium too. No regrets at all.,positive,Clothing,False,False,4
REV00603,Very durable. Been using it for 3 weeks with zero issues.,positive,Books,False,False,5
REV00604,Price is fair for what you get. Good investment overall.,positive,Toys,False,False,5
REV00605,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Toys,False,False,5
REV00606,five stars! product is exactly as described. fast shipping.,positive,Beauty,False,False,4
REV00607,material quality is outstanding. very pleased with it.,positive,Books,False,False,5
REV00608,Totally worth it. A must buy for anyone looking for this.,positive,Clothing,False,False,3
REV00609,Five stars! Product is exactly as described. Fast shipping.,positive,Clothing,False,False,5
REV00610,Arrived 2 days early and the quality is fantastic.,positive,Sports,False,False,4
REV00611,"Decent enough, but I have seen better at this price.",positive,Footwear,False,True,3
REV00612,Totally worth it. A must buy for anyone looking for this.,positive,Sports,False,False,5
REV00613,"Average prod. Not bad, not great. Could be better.",negative,Clothing,True,True,2
REV00614,Delivered on time and product is premium quality.,positive,Clothing,False,False,5
REV00615,Looks premium and feels premium too. No regrets at all.,positive,Books,False,False,5
REV00616,Really happy with this purchase. Will definitely buy again.,positive,Books,False,False,4
REV00617,"Ordered on Monday, arrived Thursday. Works as advertised. advertised.",positive,Clothing,False,False,4
REV00618,Just received my order and I must say it is wonderful.,positive,Beauty,False,False,5
REV00619,"Price ke hisaab se zyada expect tha, par chalta hai.",positive,Footwear,True,True,2
REV00620,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Books,True,False,2
REV00621,Excellent item. Fast shipping. Great seller to buy from.,positive,Footwear,False,False,5
REV00622,Best purchase I made this year. Highly recommend to everyone.,positive,Beauty,False,False,5
REV00623,Build quality is solid..  Looks even better in person.. ,positive,Footwear,False,False,4
REV00624,"Good for the price, but do not expect premium quality.",positive,Electronics,False,True,2
REV00625,"Good product, good delivery. Happy customer overall.",positive,Sports,False,False,5
REV00626,Absolutely love this product..  My whole family liked it.. ,positive,Furniture,False,False,4
REV00627,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,5
REV00628,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Beauty,False,False,5
REV00629,Five stars! Product is exactly as described. Fast shipping.,positive,Electronics,False,False,2
REV00630,Excellent item. Fast shipping. Great seller to buy from.,positive,Books,False,False,4
REV00631,Arrived 2 days early and the quality is fantastic.,positive,Clothing,False,False,4
REV00632,Impressed with the attention to detail. Highly satisfied.,positive,Electronics,False,False,5
REV00633,Loved it! Quality exceeded my expectations completely.,positive,Beauty,False,False,5
REV00634,"Looks decent in photos, slightly different in person.",positive,Footwear,False,True,4
REV00635,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,4
REV00636,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Clothing,True,False,5
REV00637,Loved it! Quality exceeded my expectations completely!!,positive,Electronics,False,False,5
REV00638,Really happy with this purchase. Will definitely buy again.,positive,Footwear,False,False,5
REV00639,Material quality is terrible. Fell apart within a week.,negative,Sports,False,False,2
REV00640,"Average product. Not bad, not great. Could be better.",negative,Books,False,True,3
REV00641,Product looks exactly like the photos. Very satisfied customer.,positive,Beauty,False,False,5
REV00642,Great customer service and the product is top notch.,positive,Electronics,False,False,4
REV00643,Packaging bhi achi thi aur product bhi superb. Happy customer!,positive,Clothing,True,False,5
REV00644,Was expecting more for this price honestly..  Just average.. ,positive,Footwear,False,True,4
REV00645,Quality ekdum ekdum top notch hai. Khush ho gaya main completely.,positive,Beauty,True,False,4
REV00646,Product looks exactly like the photos. Very satisfied customer.,positive,Books,False,False,4
REV00647,Price is fair for what you get. Good investment overall.,positive,Books,False,False,5
REV00648,Product looks exactly like the photos..  Very satisfied customer.. ,positive,Books,False,False,4
REV00649,Build quality is solid. Looks even better in person.,positive,Electronics,False,False,5
REV00650,Excellent quality. Worth every rupee I spent on this.,positive,Footwear,False,False,5
REV00651,Meets basic needs but nothing nothing extraordinary about it.,negative,Electronics,False,True,4
REV00652,Just received my order and I must say it is wonderful.,positive,Electronics,False,False,4
REV00653,Loved it! Quality exceeded my expectations completely.,positive,Sports,False,False,4
REV00654,Absolutely love this product. My whole family liked it.,positive,Books,False,False,5
REV00655,"Reliable product, came well packaged, does the job well.",positive,Beauty,False,False,4
REV00656,Packaging bhi achi thi aur product bhi superb. Happy customer!,positive,Electronics,True,False,5
REV00657,Great customer service and the product is top notch.,positive,Beauty,False,False,5
REV00658,Totally worth it. A must buy for anyone looking for this.,positive,Clothing,False,False,5
REV00659,"Reliable product, came well packaged, does the job well.",positive,Beauty,False,False,4
REV00660,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Electronics,True,False,4
REV00661,Superb quality and packaging was also great. No complaints.,positive,Books,False,False,5
REV00662,Very sturdy and well-made. Exceeded expectations honestly.,positive,Beauty,False,False,5
REV00663,Totally worth it. A must buy for anyone looking for this.,positive,Electronics,False,False,4
REV00664,Works perfectly. No complaints whatsoever. 5 stars.,positive,Electronics,False,False,4
REV00665,Totally worth it. A must buy for anyone looking for this.,positive,Footwear,False,False,5
REV00666,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Books,True,False,4
REV00667,Looks premium and feels premium too. No regrets at all.,positive,Books,False,False,5
REV00668,Order kiya aur 3 din mein aa gaya. Quality bhi top hai.,positive,Books,True,False,4
REV00669,"Good product, good delivery. Happy customer overall.",positive,Footwear,False,False,5
REV00670,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Footwear,True,False,4
REV00671,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Clothing,True,False,4
REV00672,Just received my order and I must say it is wonderful.,positive,Books,False,False,4
REV00673,Works perfectly. No complaints whatsoever. 5 stars.,positive,Electronics,False,False,5
REV00674,Arrived 2 days early and the quality is fantastic.,positive,Clothing,False,False,5
REV00675,Superb quality and packaging was also great. No complaints.,positive,Clothing,False,False,4
REV00676,Works perfectly. No complaints whatsoever. 5 stars.,positive,Beauty,False,False,4
REV00677,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Clothing,False,False,4
REV00678,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,4
REV00679,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Clothing,True,False,4
REV00680,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Clothing,True,False,3
REV00681,Unboxed this today and immediately impressed by the quality.,positive,Footwear,False,False,5
REV00682,Five stars! Product is exactly as described. Fast shipping.,positive,Books,False,False,4
REV00683,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Electronics,True,False,4
REV00684,Excellent quality. Worth every rupee I spent on this.,positive,Clothing,False,False,4
REV00685,Product looks exactly like the photos. Very satisfied customer.,positive,Footwear,False,False,5
REV00686,Best purchase I made this year. Highly recommend to everyone.,positive,Toys,False,False,4
REV00687,Unboxed this today and immediately impressed by the quality.,positive,Footwear,False,False,5
REV00688,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Books,True,False,4
REV00689,Broke after first use. Very poor build quality overall. overall.,negative,Footwear,False,False,3
REV00690,Best purchase I made this year..  Highly recommend to everyone.. ,positive,Toys,False,False,5
REV00691,Excellent quality. Worth every rupee I spent on this.,positive,Clothing,False,False,4
REV00692,"Average product. Not bad, not great. Could be better.",positive,Toys,False,True,4
REV00693,Excellent quality. Worth every rupee I spent on this.,positive,Beauty,False,False,4
REV00694,Looks premium and feels premium too. No regrets at all.,positive,Footwear,False,False,5
REV00695,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,4
REV00696,Impressed with the attention to detail. Highly satisfied.,positive,Clothing,False,False,5
REV00697,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Electronics,True,False,4
REV00698,The stitching came apart after one wash. Really poor quality.,negative,Books,False,False,1
REV00699,Arrived on time. Product is acceptable but not impressive.,positive,Electronics,False,True,3
REV00700,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Beauty,False,False,4
REV00701,"Perfect gift, recipient loved it. Packaging was neat.",positive,Sports,False,False,4
REV00702,"Average product. Not bad, not great. Could be better.",positive,Footwear,True,True,2
REV00703,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,5
REV00704,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,4
REV00705,Build quality is solid. Looks even better in person.,positive,Furniture,False,False,4
REV00706,Superb quality and packaging was also great. No complaints.,positive,Furniture,False,False,5
REV00707,Was expecting more for this price honestly. Just average.,positive,Beauty,False,True,4
REV00708,Loved it! Quality exceeded my expectations completely.,positive,Beauty,False,False,5
REV00709,Works perfectly. No complaints whatsoever. 5 stars.,positive,Footwear,False,False,5
REV00710,Superb quality and packaging was also great. No complaints.,positive,Footwear,False,False,4
REV00711,Just received my order and I must say it is wonderful.,positive,Footwear,False,False,5
REV00712,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,4
REV00713,Great customer service and the product is top notch.,positive,Clothing,False,False,4
REV00714,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,4
REV00715,Arrived 2 days early and the quality is fantastic.,positive,Books,False,False,5
REV00716,Product looks exactly like the photos. Very satisfied customer.,positive,Books,False,False,5
REV00717,Delivered on time and product product is premium quality.,positive,Electronics,False,False,4
REV00718,Looks nothing like the photo. Felt cheated after opening it. it.,negative,Footwear,False,False,1
REV00719,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Books,False,False,4
REV00720,Arrived 2 days early and the quality is fantastic.,positive,Clothing,False,False,4
REV00721,"Sach mein bahut badhiya hai bhai, paisa vasool hai.",positive,Footwear,True,False,4
REV00722,Packaging was nice but the product itself is just fine.,negative,Clothing,True,True,2
REV00723,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Electronics,True,False,5
REV00724,Superb quality and packaging was also great. No complaints.,positive,Footwear,False,False,4
REV00725,"Good for the price, but do not expect premium quality.",negative,Books,False,True,3
REV00726,"Decent enough, but I have seen better at this price.",positive,Furniture,False,True,4
REV00727,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,4
REV00728,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Beauty,False,False,2
REV00729,Really happy with this purchase. Will definitely buy again.,positive,Beauty,False,False,5
REV00730,Very sturdy and well-made. Exceeded expectations honestly.,positive,Footwear,False,False,5
REV00731,Product looks exactly like the photos. Very satisfied customer.,positive,Sports,False,False,5
REV00732,"Good product, good delivery. Happy customer overall.",positive,Electronics,False,False,4
REV00733,Amazing product! Exactly what I needed. Delivery was fast too.,positive,Footwear,False,False,5
REV00734,Impressed with the attention to detail. Highly satisfied.,positive,Clothing,False,False,5
REV00735,Five stars! Product is exactly as described. Fast shipping.,positive,Furniture,False,False,3
REV00736,Product looks exactly like the photos. Very satisfied customer.,positive,Sports,False,False,1
REV00737,Material quality is outstanding..  Very pleased with it.. ,positive,Footwear,False,False,4
REV00738,Delivered on time and product is premium quality.,positive,Beauty,False,False,5
REV00739,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,4
REV00740,Just received my order and I must say it is wonderful.,positive,Clothing,False,False,5
REV00741,Just received my order and I must say it is wonderful.,positive,Clothing,False,False,5
REV00742,"Reliable product, came well packaged, does the job well.",positive,Footwear,False,False,5
REV00743,"Smooth delivery, zero damage, product works like a charm.",positive,Clothing,False,False,5
REV00744,Five stars! Product is exactly as described. Fast shipping.,positive,Beauty,False,False,5
REV00745,"Smooth delivery, zero damage, product works like a charm.",positive,Furniture,False,False,5
REV00746,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Beauty,True,False,5
REV00747,Great value for money. Very impressed with the build.,positive,Footwear,False,False,4
REV00748,Just received my order and I must say it is wonderful.,positive,Beauty,False,False,5
REV00749,"Ek dum mast item hai yaar. Worth the price, no regrets.",positive,Beauty,True,False,5
REV00750,Loved it! Quality exceeded my expectations completely.,positive,Sports,False,False,5
REV00751,Impressed with the attention to detail. Highly satisfied.,positive,Beauty,False,False,5
REV00752,Great customer service and the product is top notch.,positive,Electronics,False,False,5
REV00753,Excellent item. Fast shipping. Great seller to buy from.,positive,Sports,False,False,4
REV00754,Very good quality. Dil khush ho gaya dekhke ekdum!!,positive,Furniture,True,False,5
REV00755,excellent quality. worth every rupee i spent on this.,positive,Electronics,False,False,4
REV00756,"Average product..  Not bad, not great..  Could be better.. ",negative,Beauty,False,True,4
REV00757,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,5
REV00758,Five stars! Product is exactly as described. Fast shipping.,positive,Beauty,False,False,4
REV00759,Product looks exactly like the photos. Very satisfied customer.,positive,Clothing,False,False,5
REV00760,Product works but customer service was not great.,negative,Books,False,True,4
REV00761,"Decent enough, but I have seen better at this price.",negative,Footwear,False,True,4
REV00762,Delivered on on time and product is premium quality.,positive,Books,False,False,5
REV00763,"Decent enough, but I have seen better at this price.",negative,Books,False,True,3
REV00764,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,5
REV00765,Superb quality and packaging was also great. No complaints.,positive,Beauty,False,False,5
REV00766,Delivered on time and product is premium quality. quality.,positive,Clothing,False,False,4
REV00767,Five stars! Product is exactly as described. Fast shipping.,positive,Footwear,False,False,2
REV00768,Really happy with this purchase. Will definitely buy again.,positive,Electronics,False,False,5
REV00769,Works as described but the quality is a bit disappointing.,positive,Clothing,False,True,4
REV00770,Really happy with this purchase. Will definitely buy again.,positive,Books,False,False,4
REV00771,"Perfect gift, recipient loved it. Packaging was neat.",positive,Books,False,False,5
REV00772,Quality ekdum top notch hai. Khush ho gaya main completely.,positive,Books,True,False,4
REV00773,unboxed this today and immediately impressed by the quality.,positive,Clothing,False,False,4
REV00774,Excellent quality. Worth every rupee I spent on this.,positive,Books,False,False,4
REV00775,Do din mein kharaab ho gaya. Paise doobe mere.,negative,Books,True,False,1
REV00776,Absolutely love this product. My whole family liked it.,positive,Electronics,False,False,4
REV00777,Material qlty is outstanding. Very pleased with it.,positive,Beauty,False,False,5
REV00778,Product works but customer service was not great.,negative,Books,False,True,2
REV00779,Kaafi achi quality hai bhai. Definitely try karo isko.,positive,Footwear,True,False,5
REV00780,Absolutely love this product. My whole family liked it.,positive,Clothing,False,False,5
REV00781,Works as described but the quality is a bit disappointing.,positive,Footwear,False,True,3
REV00782,Superb quality and packaging was also great. No complaints.,positive,Footwear,False,False,4
REV00783,Five stars! Product is exactly as described. Fast shipping!!,positive,Clothing,False,False,5
REV00784,"Perfect gift, recipient loved it. Packaging was neat.",positive,Clothing,False,False,5
REV00785,Material quality is outstanding. Very pleased with it!!,positive,Footwear,False,False,4
REV00786,Bahut acha product hai! Delivery bhi fast thi. Bilkul recommend karunga.,positive,Footwear,True,False,4
REV00787,"Reliable product, came well packaged, does the the job well.",positive,Electronics,False,False,5
REV00788,Quality ekdum top notch hai. Khush ho gaya main completely.,positive,Beauty,True,False,4
REV00789,Works perfectly. No complaints whatsoever. 5 stars.,positive,Clothing,False,False,4
REV00790,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Footwear,True,False,4
REV00791,Product looks exactly like the photos. Very satisfied customer.,positive,Clothing,False,False,4
REV00792,"Good for the price, but do not expect premium qlty.",negative,Books,False,True,2
REV00793,Superb quality and packaging was also great. No complaints.,positive,Furniture,False,False,4
REV00794,"Decent enough, but I have seen better at this price.",negative,Clothing,False,True,3
REV00795,"Smooth delivery, zero damage, product works like a charm.",positive,Toys,False,False,5
REV00796,Five stars! Product is exactly as described. Fast shipping.,positive,Beauty,False,False,4
REV00797,"Good product, good delivery. Happy customer overall.",positive,Footwear,False,False,4
REV00798,Product looks exactly like the photos. Very satisfied customer.,positive,Electronics,False,False,5
REV00799,"Reliable product, came well packaged, does the job well.",positive,Furniture,False,False,4
REV00800,Impressed with the attention to detail. Highly satisfied.,positive,Electronics,False,False,5
REV00801,"Reliable product, came well packaged, does the job well.",positive,Electronics,False,False,2
REV00802,Very sturdy and well-made. Exceeded expectations honestly.,positive,Footwear,False,False,5
REV00803,unboxed this today and immediately impressed by the quality.,positive,Beauty,False,False,4
REV00804,Best purchase I made this year..  Highly recommend to everyone.. ,positive,Books,False,False,4
REV00805,Maine pehle socha tha theek hoga but it is amazing yaar.,positive,Clothing,True,False,4
REV00806,"Reliable product, came well packaged, does the job well.",positive,Beauty,False,False,4
REV00807,Battery died in 3 hours. Completely unusable out of the box.,negative,Clothing,False,False,1
REV00808,Delivered on time and product is premium quality.,positive,Toys,False,False,3
REV00809,Was expecting more for this price honestly. Just average.,negative,Books,False,True,4
REV00810,"Smooth delivery, zero damage, product works like a charm.",positive,Sports,False,False,5
REV00811,Totally worth it. A must buy for anyone looking for this.,positive,Electronics,False,False,5
REV00812,Arrived 2 days days early and the quality is fantastic.,positive,Books,False,False,4
REV00813,Unboxed this today and immediately impressed by the quality.,positive,Beauty,False,False,4
REV00814,Packaging bhi achi thi aur product bhi superb. Happy customer!,positive,Beauty,True,False,4
REV00815,"Reliable product, came well packaged, does the job well.",positive,Beauty,False,False,5
REV00816,Paise ki full value mili. Highly recommend karunga sab ko.,positive,Books,True,False,5
REV00817,"Ek dum mast mast item hai yaar. Worth the price, no regrets.",positive,Books,True,False,4
REV00818,Excellent item. Fast shipping. Great seller to buy from.,positive,Clothing,False,False,5
REV00819,Material quality is outstanding. Very pleased with it.,positive,Sports,False,False,5
REV00820,Impressed with the attention to detail. Highly satisfied.,positive,Electronics,False,False,5
REV00821,Looks premium and feels premium too. No regrets at all.,positive,Electronics,False,False,4
REV00822,"Average product. Not bad, not great. Could be better.",positive,Furniture,False,True,2
REV00823,Arrived on time. Product is acceptable acceptable but not impressive.,negative,Clothing,False,True,3
REV00824,Looks premium and feels premium too. No regrets at all.,positive,Sports,False,False,5
REV00825,"Smooth del, zero damage, prod works like a charm.",positive,Electronics,False,False,5
REV00826,Works perfectly. No complaints whatsoever. 5 stars.,positive,Books,False,False,5
REV00827,"Good product, good delivery. Happy customer overall.",positive,Footwear,False,False,5
REV00828,Superb quality and packaging was also also great. No complaints.,positive,Beauty,False,False,4
REV00829,"Smooth delivery, zero damage, product works like a charm.",positive,Books,False,False,5
REV00830,Really happy with this purchase. Will definitely buy again.,positive,Beauty,False,False,4
REV00831,"Sach mein bahut badhiya hai hai bhai, paisa vasool hai.",positive,Clothing,True,False,4
REV00832,Works perfectly. No complaints whatsoever. 5 stars.,positive,Clothing,False,False,5
REV00833,Just received my order and I must say it is wonderful.,positive,Clothing,False,False,4
REV00834,Five stars! Product is exactly as described. Fast shipping.,positive,Toys,False,False,5
REV00835,Works perfectly. No complaints whatsoever. 5 stars.,positive,Footwear,False,False,5
REV00836,Totally worth it. A must buy for anyone looking for this.,positive,Beauty,False,False,5
REV00837,Great customer service and the product is top notch.,positive,Sports,False,False,4
REV00838,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,5
REV00839,"Looks decent in photos, slightly different in person.",positive,Electronics,False,True,2
REV00840,"Sach mein bahut badhiya hai bhai, paisa vasool hai.",positive,Books,True,False,5
REV00841,absolutely love this product. my whole family liked it.,positive,Toys,False,False,4
REV00842,Best purchase I made this year. Highly recommend to everyone.,positive,Footwear,False,False,4
REV00843,Great value for money. Very impressed with the build.,positive,Books,False,False,5
REV00844,"Perfect gift, recipient loved it. Packaging was neat.",positive,Electronics,False,False,5
REV00845,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,5
REV00846,Superb quality and packaging was also great. No complaints.,positive,Furniture,False,False,4
REV00847,Meets basic needs but nothing extraordinary about it.,negative,Books,False,True,3
REV00848,"Decent enough, but I have seen better at this price.",negative,Clothing,False,True,2
REV00849,Very good quality. Dil khush ho gaya dekhke ekdum.,positive,Furniture,True,False,5
REV00850,Excellent item. Fast shipping. Great seller to buy from.,positive,Sports,False,False,4
REV00851,Packaging bhi achi thi aur product bhi superb. Happy customer!,positive,Books,True,False,5
REV00852,Totally worth it. A must buy for anyone looking for this.,positive,Beauty,False,False,4
REV00853,Order kiya aur 3 din mein aa gaya. Quality bhi top hai.,positive,Beauty,True,False,5
REV00854,Mast product! Mere ghar mein sab ne pasand kiya isko.,positive,Clothing,True,False,4
REV00855,Impressed with the attention to detail. Highly satisfied.,positive,Electronics,False,False,4
REV00856,Mast product! Mere ghar mein sab ne pasand kiya isko.,positive,Footwear,True,False,4
REV00857,"looks decent in photos, slightly different in person.",negative,Electronics,False,True,4
REV00858,Five stars! Product is exactly as described. Fast shipping.,positive,Clothing,False,False,5
REV00859,Works perfectly. No complaints whatsoever. 5 stars.,positive,Books,False,False,4
REV00860,Great value for money. Very impressed with the build.,positive,Clothing,False,False,4
REV00861,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,4
REV00862,Zabardast item! Jaldi deliver hua aur condition mein perfect tha.,positive,Beauty,True,False,4
REV00863,Very durable. Been using it for 3 weeks with zero issues.,positive,Electronics,False,False,5
REV00864,works perfectly. no complaints whatsoever. 5 stars.,positive,Toys,False,False,5
REV00865,Received wrong product and the return process was a nightmare.,negative,Electronics,False,False,2
REV00866,It is fine for daily use but breaks easily if dropped.,positive,Clothing,False,True,3
REV00867,Very durable. Been using it for 3 weeks with zero issues.,positive,Footwear,False,False,4
REV00868,Product is defective. Contacted support but no response yet.,negative,Electronics,False,False,5
REV00869,Very disappointed. Product stopped working after just 2 days.,negative,Electronics,False,False,2
REV00870,"Good for the price, but do not expect premium quality.",positive,Sports,False,True,4
REV00871,"Ordered on Monday, arrived Thursday. Works as advertised.",positive,Books,False,False,5
REV00872,Loved it! Quality exceeded my expectations completely.,positive,Footwear,False,False,5
REV00873,Looks premium and feels premium too. No No regrets at all.,positive,Electronics,False,False,5
REV00874,Bahut acha product hai! Delivery bhi fast thi. Bilkul recommend karunga.,positive,Beauty,True,False,5
REV00875,Works perfectly. No complaints whatsoever. 5 stars.,positive,Footwear,False,False,5
REV00876,best purchase i made this year. highly recommend to everyone.,positive,Beauty,False,False,5
REV00877,Very sturdy and well-made. Exceeded expectations honestly.,positive,Electronics,False,False,4
REV00878,Very good quality. Dil khush ho gaya dekhke ekdum.,positive,Electronics,True,False,5
REV00879,Best purchase I made this year. Highly recommend to everyone.,positive,Clothing,False,False,4
REV00880,Excellent item. Fast shipping. Great seller to buy from.,positive,Footwear,False,False,5
REV00881,Material quality is outstanding. Very pleased with it.,positive,Electronics,False,False,4
REV00882,Absolutely love this product. My whole family liked it.,positive,Beauty,False,False,4
REV00883,"good for the price, but do not expect premium quality.",negative,Beauty,False,True,3
REV00884,Delivered on time and product is premium quality.,positive,Electronics,False,False,5
REV00885,Excellent item. Fast shipping. Great seller to buy from.,positive,Beauty,False,False,4
REV00886,Delivered on time and product is premium quality.,positive,Beauty,False,False,4
REV00887,Just received my order and I must say it is wonderful.,positive,Furniture,False,False,4
REV00888,Great customer service and the product is top notch.,positive,Books,False,False,2
REV00889,Quality ekdum top notch hai. Khush ho gaya main completely.,positive,Footwear,True,False,4
REV00890,"Ek dum acha hai yaar, sach mein surprised tha main.",positive,Books,True,False,5
REV00891,Product looks exactly like the photos. Very satisfied customer.,positive,Electronics,False,False,5
REV00892,Amazing product! Exactly what I needed. Delivery was fast too!!,positive,Sports,False,False,4
REV00893,Arrived 2 days early and the quality is fantastic.,positive,Books,False,False,5
